name	lat	lon	region	hub	catchment	crop	qty
Magomero	-13.689975	32.2013871	Kasenengwa	Kasenengwa	Mulima	Soy Bean	63968.00
Magomero	-13.689975	32.2013871	Kasenengwa	Kasenengwa	Mulima	Sunflower	124.00
Magonde	-11.8571	33.095697	Chipangali	Chasefu	Chasefu	Groundnut	2558.00
Magonde	-11.8571	33.095697	Chipangali	Chasefu	Chasefu	Soy Bean	883.00
Malijeni	-13.780695	32.186853	Kasenengwa	Kasenengwa	Kwenje B	Soy Bean	34798.00
Mangala	-12.031295	25.85955	North-Western	Mukumbi	Mukumbi	Sugar bean	8238.00
Mangani	-10.10611	30.448562	Northern	Lunte	Lunte A	Navy Bean	3900.00
Mangani	-10.10611	30.448562	Northern	Lunte	Lunte A	Sugar bean	800.00
Manyenje	-13.296025	32.54205	Chipangali	Chinunda	Chitandika	Groundnut	40.00
Manyenje	-13.296025	32.54205	Chipangali	Chinunda	Chitandika	Soy Bean	4950.00
Manzi BBP	-9.2911	31.55759	Northern	Senga Hill	Kavumbo	Sugar bean	4916.00
Masala	-13.82771	32.198951	Kasenengwa	Kasenengwa	Kwenje A	Soy Bean	22408.00
Masala	-13.82771	32.198951	Kasenengwa	Kasenengwa	Kwenje A	Sunflower	300.00
Masamba	-9.13592	31.3795086	Northern	Senga Hill	Senga	Navy Bean	22954.00
Masuku	-14.1610562	32.549189	Chadiza	Chadiza East	Chadiza East B	Soy Bean	11038.00
Masuku	-14.1610562	32.549189	Chadiza	Chadiza East	Chadiza East B	Sunflower	150.00
Maybin Chanda - Musundu	-10.0113896	29.896769	Northern	Kawambwa	Kawambwa	Navy Bean	7097.00
Maybin Chanda - Musundu	-10.0113896	29.896769	Northern	Kawambwa	Kawambwa	Sugar bean	2609.00
Mbale	-14.3852952	24.9046392	Western	Kalumwange	Kalumwange South	Groundnut	4602.00
Mbale	-14.3852952	24.9046392	Western	Kalumwange	Kalumwange South	Soy Bean	325.00
Mbinga	-14.0695543	32.271241	Chadiza	Chadiza West	Chadiza West A	Soy Bean	10592.00
Mbingwa SNV	-14.211882	31.992619	Katete	Chanjoka-Kameta	Katete C	Soy Bean	825.00
Mbole	-12.11059	25.49094	North-Western	Musele & Kisasa	Musele & Kisasa	Sugar bean	1797.00
Mbole West	-14.2428103	24.9658548	Western	Kalumwange	Kalumwange North	Groundnut	379.00
Mbole West	-14.2428103	24.9658548	Western	Kalumwange	Kalumwange North	Soy Bean	17724.00
Mduwi	-13.35421	32.541476	Chipangali	Mnukwa	Mnukwa	Groundnut	92.00
Mduwi	-13.35421	32.541476	Chipangali	Mnukwa	Mnukwa	Soy Bean	24200.00
Menga Centre	-10.10581	30.19663	Northern	Luwingu	Luwingu A	Navy Bean	6500.00
Menga Centre	-10.10581	30.19663	Northern	Luwingu	Luwingu A	Sugar bean	9704.00
Menga Laishi	-10.105869	30.196125	Northern	Luwingu	Luwingu A	Navy Bean	12369.00
Menga Laishi	-10.105869	30.196125	Northern	Luwingu	Luwingu A	Sugar bean	5879.00
Menje Shed	-9.451424	31.4145831	Northern	Senga Hill	Senga	Navy Bean	3705.00
Menje Shed	-9.451424	31.4145831	Northern	Senga Hill	Senga	Sugar bean	5966.00
Metallic Shed	-13.6393933	32.3756767	Kasenengwa	Kasenengwa	Katondo	Cowpea	1055.00
Metallic Shed	-13.6393933	32.3756767	Kasenengwa	Kasenengwa	Katondo	Soy Bean	42299.00
Metallic Shed	-13.6393933	32.3756767	Kasenengwa	Kasenengwa	Katondo	Sunnhemp	136.00
Mimbulu	-10.4087161	29.3028569	Northern	Chipili	Chipili	Navy Bean	6145.00
Mimbulu	-10.4087161	29.3028569	Northern	Chipili	Chipili	Sugar bean	4571.00
Misambula BBP	-10.4551317	30.22272	Northern	Luwingu	Luwingu A	Sugar bean	47652.00
Mitawa	-13.787746	32.220014	Kasenengwa	Kasenengwa	Kwenje B	Soy Bean	15309.00
Mitawa	-13.787746	32.220014	Kasenengwa	Kasenengwa	Kwenje B	Sunflower	90.00
Mkondo	-13.7165085	32.320495	Kasenengwa	Kasenengwa	Pwata	Soy Bean	9768.00
mlolo	-14.1850859	32.3103711	Chadiza	Chadiza West	Chadiza West B	Soy Bean	5653.00
mlolo	-14.1850859	32.3103711	Chadiza	Chadiza West	Chadiza West B	Sunflower	60.00
Mpalapata Shed	-10.205943	30.351931	Northern	Lunte	Lunte A	Navy Bean	3422.00
Mpalapata Shed	-10.205943	30.351931	Northern	Lunte	Lunte A	Sugar bean	18138.00
Mphande	-13.8612683	32.1966733	Katete	Katete-Thiwi	Thiwi	Soy Bean	35544.00
Mpula Shed	-13.8795633	28.8961717	Kapiri	Mpula 1	Mpula 1	Groundnut	738.00
Mpula Shed	-13.8795633	28.8961717	Kapiri	Mpula 1	Mpula 1	Soy Bean	36933.00
Mshulu SNV	-14.1483	31.8578	Katete	Chanjoka-Kameta	Katete B	Soy Bean	1815.00
Mtaya	-14.01395	32.656823	Chadiza	Chadiza East	Chadiza East A	Soy Bean	14965.00
Mtaya	-14.01395	32.656823	Chadiza	Chadiza East	Chadiza East A	Sunnhemp	23.00
Mtelemuka SNV	-14.197402	32.042274	Katete	Chanjoka-Kameta	Katete C	Soy Bean	231.00
Mtsale SNV	-14.1483	31.8578	Katete	Chanjoka-Kameta	Katete B	Soy Bean	957.00
Mucheleka BBP	-10.3816833	30.19708	Northern	Luwingu	Luwingu A	Navy Bean	487.00
Mucheleka BBP	-10.3816833	30.19708	Northern	Luwingu	Luwingu A	Sugar bean	32811.00
Mukumbi Central	-12.082454	25.779192	North-Western	Mukumbi	Mukumbi	Sugar bean	3975.00
Mulalila	-14.483875	24.9497733	Western	Mulambwa	Mulambwa South	Groundnut	1223.00
Mulalila	-14.483875	24.9497733	Western	Mulambwa	Mulambwa South	Soy Bean	21333.00
Mulenga Mapesa	-10.155105	30.542481	Northern	Lunte	Lunte A	Navy Bean	8053.00
Mulenga Mapesa	-10.155105	30.542481	Northern	Lunte	Lunte A	Sugar bean	11400.00
Mulima Village	-13.6461805	32.2340132	Kasenengwa	Kasenengwa	Mulima	Groundnut	178.00
Mulima Village	-13.6461805	32.2340132	Kasenengwa	Kasenengwa	Mulima	Soy Bean	65615.00
Mulima Village	-13.6461805	32.2340132	Kasenengwa	Kasenengwa	Mulima	Sunflower	51.00
Mulima Village	-13.6461805	32.2340132	Kasenengwa	Kasenengwa	Mulima	Sunnhemp	16.00
Mulokoso	-10.09701	30.07872	Northern	Lunte	Lunte C	Navy Bean	9137.00
Mulokoso	-10.09701	30.07872	Northern	Lunte	Lunte C	Sugar bean	1144.00
Mulukuma	-10.1104033	30.3080117	Northern	Lunte	Lunte A	Navy Bean	3800.00
Mulukuma	-10.1104033	30.3080117	Northern	Lunte	Lunte A	Sugar bean	19250.00
Mung'anga	-10.5371019	29.156999	Northern	Chipili	Chipili	Navy Bean	9529.00
Mung'anga	-10.5371019	29.156999	Northern	Chipili	Chipili	Sugar bean	128.00
Munyukwa	-12.035999	32.963826	Chipangali	Chasefu	Chasefu	Groundnut	3947.00
Munyukwa	-12.035999	32.963826	Chipangali	Chasefu	Chasefu	Soy Bean	7125.00
Musele	-12.14664	25.38972	North-Western	Musele & Kisasa	Musele & Kisasa	Sugar bean	3726.00
Musele Chipili	-10.3909409	29.331578	Northern	Chipili	Chipili	Navy Bean	4338.00
Musele Chipili	-10.3909409	29.331578	Northern	Chipili	Chipili	Sugar bean	5378.00
mushika 2(frank)	-10.1016625	30.2015573	Northern	Lunte	Lunte B	Navy Bean	18711.00
mushika 2(frank)	-10.1016625	30.2015573	Northern	Lunte	Lunte B	Sugar bean	17950.00
Mushwala	-14.7597643	24.2299206	Western	Kalumwange	Kalumwange South	Groundnut	7303.00
Mushwala	-14.7597643	24.2299206	Western	Kalumwange	Kalumwange South	Soy Bean	400.00
Musungu Shed	-10.1942025	29.7080615	Northern	Kawambwa	Kawambwa	Navy Bean	2445.00
Musungu Shed	-10.1942025	29.7080615	Northern	Kawambwa	Kawambwa	Sugar bean	4708.00
Mutale Munkonge	-10.381139	30.376584	Northern	Lunte	Lunte A	Navy Bean	7100.00
Mutale Munkonge	-10.381139	30.376584	Northern	Lunte	Lunte A	Sugar bean	1450.00
Muyembe Lewis Shed	-10.1057946	30.1998791	Northern	Lunte	Lunte C	Navy Bean	11824.00
Muyembe Lewis Shed	-10.1057946	30.1998791	Northern	Lunte	Lunte C	Sugar bean	1741.00
Muyembe-Menala	-10.097205	30.07868	Northern	Lunte	Lunte C	Navy Bean	9982.00
Muyembe-Menala	-10.097205	30.07868	Northern	Lunte	Lunte C	Sugar bean	5171.00
Muzizi	-9.3639537	31.2316945	Northern	Senga Hill	Senga	Navy Bean	5194.00
Muzizi	-9.3639537	31.2316945	Northern	Senga Hill	Senga	Sugar bean	5133.00
Mwana Mulangileni	-13.70446	32.134349	Kasenengwa	Kasenengwa	Ng'ongwe	Soy Bean	2886.00
Mwangala	-14.226855	32.502494	Chadiza	Chadiza East	Chadiza East B	Soy Bean	9100.00
Mwangala	-14.226855	32.502494	Chadiza	Chadiza East	Chadiza East B	Sunnhemp	259.00
Mwangazi	-14.0610087	32.4703794	Chadiza	Chadiza East	Chadiza East A	Soy Bean	12226.00
Mwangazi	-14.0610087	32.4703794	Chadiza	Chadiza East	Chadiza East A	Sunflower	0.00
Mwelwa	-13.6869483	32.3636767	Kasenengwa	Kasenengwa	Katondo	Cowpea	2006.00
Mwelwa	-13.6869483	32.3636767	Kasenengwa	Kasenengwa	Katondo	Groundnut	794.00
Mwelwa	-13.6869483	32.3636767	Kasenengwa	Kasenengwa	Katondo	Soy Bean	67049.00
Mwelwa	-13.6869483	32.3636767	Kasenengwa	Kasenengwa	Katondo	Sunnhemp	129.00
Mwibwe BBP	-10.18695	30.0703567	Northern	Luwingu	Luwingu A	Navy Bean	5010.00
Mwibwe BBP	-10.18695	30.0703567	Northern	Luwingu	Luwingu A	Sugar bean	12146.00
Mzime	-14.18586	32.00382	Katete	Chanjoka-Kameta	Katete A	Soy Bean	16162.00
Mzoole	-13.27876	32.691313	Chipangali	Chinunda	Chitandika	Groundnut	1177.00
Mzoole	-13.27876	32.691313	Chipangali	Chinunda	Chitandika	Soy Bean	8151.00
Namaloba	-14.771182	24.794475	Western	Mulambwa	Mulambwa North	Groundnut	5967.00
Namaloba	-14.771182	24.794475	Western	Mulambwa	Mulambwa North	Soy Bean	61.00
Naviruli Shed	-14.03495	32.1803	Chadiza	Chadiza West	Chadiza West B	Soy Bean	9147.00
Naviruli Shed	-14.03495	32.1803	Chadiza	Chadiza West	Chadiza West B	Sunflower	174.00
Naviruli Shed	-14.03495	32.1803	Chadiza	Chadiza West	Chadiza West B	Sunnhemp	22.00
Ndaiwala SNV BBP	-12.796973	32.936612	Chipangali	Chasefu	KAMBALE	Groundnut	329.00
Ngwanda	-13.395411	32.690078	Chipangali	Chinunda	Mafuta	Groundnut	2239.00
Ngwanda	-13.395411	32.690078	Chipangali	Chinunda	Mafuta	Soy Bean	8054.00
Njeke	-10.214884	29.798963	Northern	Kawambwa	Kawambwa	Navy Bean	10027.00
Njeke	-10.214884	29.798963	Northern	Kawambwa	Kawambwa	Sugar bean	1777.00
Njolo	-13.3198058	32.7001978	Chipangali	Chinunda	Mafuta	Groundnut	901.00
Njolo	-13.3198058	32.7001978	Chipangali	Chinunda	Mafuta	Soy Bean	8203.00
Nkalanga	-10.2114971	30.2338917	Northern	Lunte	Lunte B	Navy Bean	10880.00
Nkalanga	-10.2114971	30.2338917	Northern	Lunte	Lunte B	Sugar bean	12399.00
Nkantya	-9.4289745	31.230979	Northern	Senga Hill	Senga	Navy Bean	3057.00
Nkantya	-9.4289745	31.230979	Northern	Senga Hill	Senga	Sugar bean	1712.00
Nkatya	-9.4593817	31.3667717	Northern	Senga Hill	Senga	Sugar bean	30.00
Nkenyauli	-12.1943646	25.2165195	North-Western	Musele & Kisasa	Musele & Kisasa	Sugar bean	9576.00
Nkheyema	-14.837614	25.153949	Western	Mulambwa	Mulambwa South	Groundnut	99.00
Nkheyema	-14.837614	25.153949	Western	Mulambwa	Mulambwa South	Soy Bean	3245.00
Nkhuni Village	-13.6395817	32.248875	Kasenengwa	Kasenengwa	Mulima	Groundnut	1455.00
Nkhuni Village	-13.6395817	32.248875	Kasenengwa	Kasenengwa	Mulima	Soy Bean	52100.00
Nkhuni Village	-13.6395817	32.248875	Kasenengwa	Kasenengwa	Mulima	Sunflower	163.00
Nkowelani	-14.28721	32.0685	Katete	Chanjoka-Kameta	Katete C	Soy Bean	8640.00
Nobbies	-10.0951833	30.1352317	Northern	Lunte	Lunte B	Navy Bean	32.00
Nobbies	-10.0951833	30.1352317	Northern	Lunte	Lunte B	Sugar bean	4423.00
Northern Settlement	-12.171205	25.440222	North-Western	Musele & Kisasa	Musele & Kisasa	Sugar bean	810.00
Ntondo	-13.32706	32.651587	Chipangali	Chinunda	Chitandika	Groundnut	325.00
Ntondo	-13.32706	32.651587	Chipangali	Chinunda	Chitandika	Soy Bean	2823.00
Nyavi	-12.125969	33.061586	Chipangali	Nkhanga	Nkhanga	Groundnut	4369.00
Osward Kombe - Musundu	-9.9742	29.89771	Northern	Kawambwa	Kawambwa	Navy Bean	17900.00
Osward Kombe - Musundu	-9.9742	29.89771	Northern	Kawambwa	Kawambwa	Sugar bean	3384.00
Patricia Chisanga - Muyembe	-10.096561	30.07501	Northern	Lunte	Lunte C	Navy Bean	14405.00
Patricia Chisanga - Muyembe	-10.096561	30.07501	Northern	Lunte	Lunte C	Sugar bean	5440.00
Pecha	-10.211739	30.360469	Northern	Lunte	Lunte A	Navy Bean	10300.00
Pecha	-10.211739	30.360469	Northern	Lunte	Lunte A	Sugar bean	7950.00
Pwata POD	-13.6286675	32.3150376	Kasenengwa	Kasenengwa	Pwata	Cowpea	469.00
Pwata POD	-13.6286675	32.3150376	Kasenengwa	Kasenengwa	Pwata	Soy Bean	29777.00
Pwata POD	-13.6286675	32.3150376	Kasenengwa	Kasenengwa	Pwata	Sunflower	90.00
Pwata POD	-13.6286675	32.3150376	Kasenengwa	Kasenengwa	Pwata	Sunnhemp	42.00
Rightwell Ndashi - Mwenda	-10.486721	29.1769869	Northern	Chipili	Chipili	Navy Bean	9047.00
Rightwell Ndashi - Mwenda	-10.486721	29.1769869	Northern	Chipili	Chipili	Sugar bean	1522.00
Rosemary Chikonda - Mwenda	-12.825723	30.869452	Northern	Lavushimanda	Lavushimanda	Sugar bean	4563.00
Ruth Mphande - Chasamwa	-12.183159	33.093865	Chipangali	Nkhanga	Nkhanga	Groundnut	913.00
Ruth Mphande - Chasamwa	-12.183159	33.093865	Chipangali	Nkhanga	Nkhanga	Soy Bean	31.00
Sanja	-10.3625631	29.9691514	Northern	Luwingu	Luwingu B	Navy Bean	521.00
Sanja	-10.3625631	29.9691514	Northern	Luwingu	Luwingu B	Sugar bean	3486.00
Shapi	-10.0959217	30.136193	Northern	Lunte	Lunte B	Navy Bean	19357.00
Shapi	-10.0959217	30.136193	Northern	Lunte	Lunte B	Sugar bean	38549.00
Shenegene	-12.27794	25.35061	North-Western	Musele & Kisasa	Musele & Kisasa	Sugar bean	1863.00
Shidongwe	-14.2413967	24.9659233	Western	Kalumwange	Kalumwange North	Groundnut	541.00
Shidongwe	-14.2413967	24.9659233	Western	Kalumwange	Kalumwange North	Soy Bean	32645.00
Siabvuma BP	-13.6822867	32.329535	Kasenengwa	Kasenengwa	Katondo	Cowpea	103.00
Siabvuma BP	-13.6822867	32.329535	Kasenengwa	Kasenengwa	Katondo	Soy Bean	49108.00
Siabvuma BP	-13.6822867	32.329535	Kasenengwa	Kasenengwa	Katondo	Sunnhemp	50.00
Simecha	-13.612314	32.384602	Kasenengwa	Kasenengwa	Katondo	Cowpea	458.00
Simecha	-13.612314	32.384602	Kasenengwa	Kasenengwa	Katondo	Soy Bean	17468.00
Simecha	-13.612314	32.384602	Kasenengwa	Kasenengwa	Katondo	Sunnhemp	193.00
Simoni SNV	-14.215101	32.025867	Katete	Chanjoka-Kameta	Katete C	Soy Bean	264.00
Skelenge	-14.28805	25.05541	Western	Mulambwa	Mulambwa North	Groundnut	19410.00
Skelenge	-14.28805	25.05541	Western	Mulambwa	Mulambwa North	Soy Bean	357.00
Soweto	-11.954102	32.964876	Chipangali	Chasefu	Chasefu	Groundnut	924.00
Soweto	-11.954102	32.964876	Chipangali	Chasefu	Chasefu	Soy Bean	9250.00
Sunday	-10.2497664	29.9073708	Northern	Kawambwa	Kawambwa	Navy Bean	865.00
Sunday	-10.2497664	29.9073708	Northern	Kawambwa	Kawambwa	Sugar bean	1821.00
Tambala	-13.441816	32.553714	Chipangali	Mnukwa	Mnukwa	Soy Bean	27176.00
Temelani	-14.313525	31.93141	Katete	Chanjoka-Kameta	Katete B	Soy Bean	14018.00
Thaulo SNV	-14.227147	31.966997	Katete	Chanjoka-Kameta	Katete B	Soy Bean	528.00
Tomu Ilunga	-12.31075	25.10866	North-Western	Musele & Kisasa	Musele & Kisasa	Sugar bean	1094.00
Trial Buyback Point	-15.4	28.2	Test Region	// Kabwe	// Kabwe Central	Soy Bean	500.00
Twashuka	-10.201042	30.411644	Northern	Lunte	Lunte A	Navy Bean	14750.00
Twashuka	-10.201042	30.411644	Northern	Lunte	Lunte A	Sugar bean	10050.00
Twikatane	-10.0420251	30.143176	Northern	Lunte	Lunte B	Navy Bean	9118.00
Twikatane	-10.0420251	30.143176	Northern	Lunte	Lunte B	Sugar bean	8060.00
Vincent Bulaya Market	-9.595314	30.537789	Northern	Lunte	Lunte D	Navy Bean	5160.00
Vincent Bulaya Market	-9.595314	30.537789	Northern	Lunte	Lunte D	Sugar bean	2972.00
Yambani	-13.423423	32.305988	Chipangali	Mphomwa	Kamwanjiri	Soy Bean	8450.00
Yohane Market Shed	-9.662748	30.523843	Northern	Lunte	Lunte D	Navy Bean	9096.00
Yohane Market Shed	-9.662748	30.523843	Northern	Lunte	Lunte D	Sugar bean	2094.00
Zemba SNV	-14.187913	31.978905	Katete	Chanjoka-Kameta	Katete C	Soy Bean	363.00
Zoto	-13.8387675	32.1568935	Katete	Katete-Thiwi	Thiwi	Soy Bean	21422.00
Zungula	-13.7062404	32.3952237	Kasenengwa	Kasenengwa	Kasenengwa	Groundnut	279.00
Zungula	-13.7062404	32.3952237	Kasenengwa	Kasenengwa	Kasenengwa	Soy Bean	22380.00
